identifierHash,type,country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,civilityGenderId,civilityTitle,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,seniorityAsMonths,seniorityAsYears,countryCode
9044031993014544830,user,Zimbabwe,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,221,3196,106.53,8.88,zw
5506913049062159923,user,Etats-Unis,en,3,8,16,0,0,0.0,3,0,F,2,mrs,True,False,True,True,395,3196,106.53,8.88,us
-1179505375755266410,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,us
-8893677627298705957,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
8825385841499765238,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,368,3196,106.53,8.88,de
-2864513415123128875,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,183,3196,106.53,8.88,gb
-6822049973759491874,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,294,3196,106.53,8.88,au
-8117386554805093057,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,596,3196,106.53,8.88,us
7194319343913748674,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,it
2195893047187819114,user,Etats-Unis,en,3,9,2,0,0,0.0,2,0,M,1,mr,True,False,True,True,493,3196,106.53,8.88,us
3397804676080584212,user,Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,it
2050630046450554255,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-3586153299855073920,user,Corée du Sud,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,kr
6047852383966826204,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,700,3196,106.53,8.88,it
-853661030606638644,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
8518349217262425955,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
7740730041399992931,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
1108365798386226916,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
2553145447006277678,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,us
-2277902458529034216,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
1103201914547549728,user,Etats-Unis,en,3,8,0,0,0,0.0,2,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
4432049222436983450,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
8497053867721644441,user,Canada,en,3,8,2,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,ca
7069298748563521184,user,Canada,en,3,9,31,0,0,0.0,1,0,F,2,mrs,False,False,False,True,12,3196,106.53,8.88,ca
324431537832205056,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-3619675491436716824,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-1917438329237342617,user,Etats-Unis,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,696,3196,106.53,8.88,us
-683249854968269773,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
1992449163512727469,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,372,3196,106.53,8.88,us
721217076477076249,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,688,3196,106.53,8.88,us
-487773324453659181,user,Bahamas,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,bs
-1986123978519000582,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,185,3196,106.53,8.88,us
-2072288132253529678,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,us
-3473112141869564039,user,Etats-Unis,en,3,8,170,0,0,0.0,7,0,F,2,mrs,False,False,False,True,665,3196,106.53,8.88,us
7660676104566630375,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,699,3196,106.53,8.88,us
-735789255066154828,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,644,3196,106.53,8.88,gb
-2337757364041426774,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,us
2505467398193225017,user,Etats-Unis,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
211950507040018643,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
747558767236182154,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,700,3196,106.53,8.88,au
-4285140609395729853,user,Royaume-Uni,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,244,3196,106.53,8.88,gb
6767095999129024426,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,us
-3636293225954232288,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
7952306468065242970,user,Canada,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,572,3196,106.53,8.88,ca
-4743348762904815593,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,us
-5904663874942333836,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,457,3196,106.53,8.88,de
9010238043288609648,user,Etats-Unis,en,3,8,0,0,0,0.0,2,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
6268802789040901486,user,Hong Kong,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,700,3196,106.53,8.88,hk
-3429484497321591053,user,Royaume-Uni,en,3,9,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,207,3196,106.53,8.88,gb
7504583958662350968,user,Etats-Unis,en,3,8,13,0,0,0.0,4,0,F,2,mrs,True,False,True,True,41,3196,106.53,8.88,us
-1925340767009031999,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
4882988611529428875,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-9089962867580068925,user,Canada,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,673,3196,106.53,8.88,ca
-824300719616921942,user,Chine,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,700,3196,106.53,8.88,cn
7827452546348943074,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,296,3196,106.53,8.88,au
7159633318193933143,user,Canada,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,461,3196,106.53,8.88,ca
212704315256867326,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-2797243042552086651,user,Corée du Sud,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,kr
1053830838658136537,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
3443802799708961853,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,585,3196,106.53,8.88,us
-4412302636760374269,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,684,3196,106.53,8.88,au
4677308052823157430,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,fr
6353029150243032613,user,Etats-Unis,en,3,9,25,0,0,0.0,1,10,F,2,mrs,True,True,False,True,13,3196,106.53,8.88,us
-610606124111211518,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
6100024184829928373,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-6674084819261507370,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
3493610463831089319,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
1077764552985485276,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-1478585699847970055,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,164,3196,106.53,8.88,fr
-5849944269368027578,user,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,fr
-4659752019861051311,user,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,fr
-5641094086840057444,user,France,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,fr
-595343525702118070,user,Canada,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,ca
-8809669519474101505,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
6378399381728450021,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,fr
2984362966201401503,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-1892111529474426210,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,646,3196,106.53,8.88,us
1021908005484878696,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
4616388117635352752,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,au
-1043211035356469743,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,au
-8134240833134172087,user,Belgique,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,be
-194885386047384455,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,700,3196,106.53,8.88,fr
3128318973690460364,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
8655562164483214667,user,Macau,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,mo
4943280580130827572,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-7691626780521332233,user,Indonésie,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,id
-806330954406076401,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-8364885815160163037,user,Canada,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,687,3196,106.53,8.88,ca
4209805018824044209,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-1643366461567291226,user,Canada,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,ca
3322761007420041972,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
1454495583462712488,user,Mexique,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,mx
22945005635695149,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
2511378074777206040,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,675,3196,106.53,8.88,us
-1484710817875923228,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,au
-7689173659120694209,user,Allemagne,de,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,104,3196,106.53,8.88,de
8739849993267436192,user,Chine,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,cn
1416902995982394706,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,57,3196,106.53,8.88,us
-4606469912446120953,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-3034219770404395531,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,us
8913530681878566693,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-8359716304229653306,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,us
-956011420826205608,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,183,3196,106.53,8.88,us
-4500336946079018421,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,au
-4968177364194206900,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-6832803750280467657,user,Espagne,es,3,8,4,0,0,0.0,1,0,F,2,mrs,False,False,False,True,661,3196,106.53,8.88,es
174957495656638281,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,554,3196,106.53,8.88,us
-2340258530446146940,user,Australie,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,au
-2875207842978440165,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
1198319047985338240,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,us
-2744932632523673185,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,au
7459069838461700980,user,Chypre,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,687,3196,106.53,8.88,cy
4154294075163714611,user,Mexique,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,mx
-2502299620329504291,user,Etats-Unis,en,3,8,1,0,0,0.0,0,1,F,2,mrs,False,False,False,True,520,3196,106.53,8.88,us
7794637529225460790,user,Mexique,es,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,688,3196,106.53,8.88,mx
-5646050056262759584,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-5227634254794184268,user,Canada,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,ca
-4840972721284780993,user,Etats-Unis,es,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,us
1750437769542546067,user,Etats-Unis,en,3,8,1,0,0,0.0,2,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
8242287433714501448,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,de
1999788513063306736,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-5938218361928057387,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
6127860456651281351,user,Espagne,es,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,es
-8918735570906783785,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
4035773055566153166,user,Etats-Unis,en,3,8,7,0,0,0.0,6,0,F,2,mrs,True,False,True,False,186,3196,106.53,8.88,us
-7315523283801067238,user,Etats-Unis,en,3,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,699,3196,106.53,8.88,us
-4730314209939351683,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,647,3196,106.53,8.88,us
3561366800777575222,user,Qatar,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,698,3196,106.53,8.88,qa
-4670959050293114395,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,us
-4630766324757572595,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-3927619505859603688,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-1369091998264054673,user,Etats-Unis,en,3,8,1,0,0,0.0,2,0,F,2,mrs,False,False,False,True,690,3196,106.53,8.88,us
-8390668382239208355,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
4900642009020495106,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-803144280471658022,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,627,3196,106.53,8.88,us
-5207374400776004342,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,675,3196,106.53,8.88,us
-7218881498606475046,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-1649437311952634800,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-1162185681678233974,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,700,3196,106.53,8.88,fr
-4719711163546125616,user,Canada,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,ca
-7024646033450755042,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-84967092803197265,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-7042042731550043323,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,us
-7810667515144229872,user,Bulgarie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,448,3196,106.53,8.88,bg
-5066841306379625879,user,Maroc,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,591,3196,106.53,8.88,ma
-3843293759542471146,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,fr
-463612310766231148,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,gb
-8663424287482922901,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,gb
8015607302427789459,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,591,3196,106.53,8.88,us
285405231065500423,user,Autriche,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,150,3196,106.53,8.88,at
-7453171819669141753,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,us
3825150084015921623,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
8444300841905055323,user,Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,700,3196,106.53,8.88,it
8638190472126064529,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,au
6415327862898164717,user,Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,440,3196,106.53,8.88,it
2343707925706589279,user,Canada,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,ca
-5081669239973591305,user,Etats-Unis,en,3,9,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
1739366987213128536,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,612,3196,106.53,8.88,us
2822316703609917008,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-124907469620988606,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,697,3196,106.53,8.88,us
-2666420762072685328,user,Allemagne,de,3,8,1,0,0,0.0,0,0,M,1,mr,True,False,True,True,700,3196,106.53,8.88,de
-8855202418466753924,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,301,3196,106.53,8.88,us
1564380506078019920,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
4270527600246011279,user,Nouvelle Zélande,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,nz
-467261254692151751,user,Etats-Unis,en,3,9,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,689,3196,106.53,8.88,us
-2245998417049978386,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,700,3196,106.53,8.88,de
5754878019147352121,user,Hongrie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,hu
4862823032521488914,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,693,3196,106.53,8.88,us
-3434125012787911121,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,us
-7552232744305877568,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,676,3196,106.53,8.88,us
5544193118328498234,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,us
4109830487040086598,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
5084285320700086919,user,Hong Kong,en,3,8,0,1,0,0.0,0,0,F,2,mrs,False,False,False,True,11,3196,106.53,8.88,hk
-8994115117236707599,user,Canada,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,ca
6099949877587918474,user,Turquie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,700,3196,106.53,8.88,tr
-1147697220616832044,user,Etats-Unis,en,3,8,3,0,0,0.0,0,0,F,2,mrs,False,False,False,True,11,3196,106.53,8.88,us
6242039380090021572,user,France,fr,3,8,0,0,0,0.0,10,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,fr
-4515561222986680456,user,Etats-Unis,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-4145160766023806816,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,688,3196,106.53,8.88,us
5596992757716797401,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-4234810287779537783,user,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,fr
5302361018612708233,user,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,fr
-2518750473527344637,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,gb
3698539839683883127,user,France,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,fr
4690509332705495459,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-7194781260655447174,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,us
8799842061175383712,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,700,3196,106.53,8.88,us
1148298176459243547,user,Autriche,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,50,3196,106.53,8.88,at
-6851586100956793411,user,France,fr,3,8,0,0,0,0.0,1,0,M,1,mr,True,True,False,True,690,3196,106.53,8.88,fr
-2118370083454362693,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,700,3196,106.53,8.88,it
7187548043514637062,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-2136239015855288645,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-4961541746548593713,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,665,3196,106.53,8.88,us
2826466708994882698,user,Chine,en,3,8,4,0,0,0.0,2,0,F,2,mrs,True,False,True,True,695,3196,106.53,8.88,cn
4416460635660319560,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-9209531055741077409,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
3910864962902645146,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-8094741446834911718,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
-7587638892872821587,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,625,3196,106.53,8.88,us
6641871428728961075,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,us
6950290000852682332,user,Danemark,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,dk
-974404586065084324,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,fr
-5225626854534013461,user,Canada,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,700,3196,106.53,8.88,ca
