identifierHash,type,country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,civilityGenderId,civilityTitle,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,seniorityAsMonths,seniorityAsYears,countryCode
-1097895247965112460,user,Royaume-Uni,en,147,10,77,26,174,74.0,104,1,M,1,mr,True,False,True,True,11,3196,106.53,8.88,gb
2347567364561867620,user,Monaco,en,167,8,2,19,170,99.0,0,0,F,2,mrs,True,False,True,True,12,3204,106.8,8.9,mc
6870940546848049750,user,France,fr,137,13,60,33,163,94.0,10,3,F,2,mrs,True,False,True,False,11,3203,106.77,8.9,fr
-4640272621319568052,user,Etats-Unis,en,131,10,14,122,152,92.0,7,0,F,2,mrs,True,False,True,False,12,3198,106.6,8.88,us
-5175830994878542658,user,Etats-Unis,en,167,8,0,25,125,100.0,0,0,F,2,mrs,False,False,False,True,22,2854,95.13,7.93,us
7631788075812383072,user,Allemagne,de,130,12,1,47,123,91.0,0,0,F,2,mrs,True,False,True,False,11,3196,106.53,8.88,de
674361423306028463,user,Suède,en,121,0,1140,31,108,94.0,531,105,F,3,miss,True,True,False,False,11,3198,106.6,8.88,se
2550976450216757005,user,France,fr,53,9,3,5,106,98.0,0,0,F,2,mrs,True,False,True,True,11,2857,95.23,7.94,fr
3718185418791028367,user,Italie,it,744,13764,51671,0,104,85.0,1842,0,F,2,mrs,True,False,True,False,14,3195,106.5,8.88,it
3908244093584862523,user,Royaume-Uni,en,57,8,45,123,92,74.0,6,2,F,3,miss,True,False,True,True,11,2856,95.2,7.93,gb
-8291872437813427796,user,Italie,it,127,40,863,40,87,89.0,68,0,M,1,mr,True,False,True,False,11,3195,106.5,8.88,it
-7992812913368049944,user,Etats-Unis,en,102,8,0,0,87,98.0,0,0,F,2,mrs,False,False,False,True,68,2855,95.17,7.93,us
-6042837405271512617,user,Espagne,es,46,19,1308,63,87,92.0,564,36,F,2,mrs,True,False,True,True,11,3195,106.5,8.88,es
8027803513424684410,user,Italie,it,35,9,2,185,87,94.0,2,0,M,1,mr,True,False,True,False,11,2859,95.3,7.94,it
-1009317821982259467,user,Etats-Unis,en,123,8,1,117,86,100.0,0,0,F,2,mrs,False,False,False,True,55,2853,95.1,7.92,us
1205881756843387030,user,Italie,it,45,8,0,17,84,98.7,0,0,M,1,mr,True,False,True,True,11,3195,106.5,8.88,it
1450851698857145434,user,Allemagne,de,48,16,599,22,82,89.0,1016,32,F,2,mrs,True,False,True,False,11,3203,106.77,8.9,de
-9221801386431225948,user,Espagne,es,176,60,276,18,81,92.0,1,0,F,2,mrs,True,False,True,False,11,2858,95.27,7.94,es
732189832737494520,user,Royaume-Uni,en,47,8,0,10,78,98.0,0,0,F,2,mrs,True,False,True,True,13,3205,106.83,8.9,gb
8741445689531731651,user,Espagne,es,85,0,115,54,73,90.0,4,0,M,1,mr,True,True,False,False,11,3202,106.73,8.89,es
8317887111506061089,user,France,fr,107,3649,310,217,70,98.0,0,0,M,1,mr,True,False,True,True,11,3204,106.8,8.9,fr
5145876400632363206,user,France,fr,60,9,41,244,70,88.0,37,14,F,2,mrs,False,False,False,True,11,3197,106.57,8.88,fr
6048206785556031922,user,France,fr,73,27,104,8,69,98.0,182,115,F,2,mrs,True,False,True,False,11,2853,95.1,7.92,fr
3275083886092943154,user,Suède,en,125,500,7044,117,67,90.0,664,0,F,2,mrs,False,False,False,False,16,2855,95.17,7.93,se
5724841529455566712,user,Italie,it,103,431,7,13,66,93.0,0,0,F,2,mrs,True,False,True,False,15,3202,106.73,8.89,it
-7107267944201976220,user,France,fr,56,8,727,4,66,83.0,16,0,F,2,mrs,True,False,True,False,11,3195,106.5,8.88,fr
-7659168937010608427,user,Espagne,es,51,9,66,13,65,90.0,1,0,F,2,mrs,True,False,True,True,11,3195,106.5,8.88,es
-6663008189229430140,user,Croatie,en,50,8,0,44,64,93.0,0,0,F,2,mrs,False,False,False,True,11,2856,95.2,7.93,hr
-3666404711126006655,user,Etats-Unis,en,54,8,5,102,63,98.0,3,0,M,1,mr,False,False,False,True,293,3204,106.8,8.9,us
7927686682563456169,user,Italie,it,47,8,4,9,63,98.0,1,0,F,2,mrs,True,True,False,True,12,2857,95.23,7.94,it
5993803159989834567,user,France,fr,36,12,35,60,62,87.0,2,2,F,2,mrs,True,False,True,False,12,3196,106.53,8.88,fr
-6114870297213503871,user,Lettonie,en,40,189,68,15,60,90.0,2,0,F,2,mrs,False,False,False,False,11,3200,106.67,8.89,lv
-5736812074957181748,user,Royaume-Uni,en,23,22,28,23,60,96.4,139,6,F,2,mrs,False,False,False,False,11,2855,95.17,7.93,gb
-1729009415811639067,user,Taiwan,en,83,8,4,56,57,98.0,0,0,F,2,mrs,True,False,True,True,11,2855,95.17,7.93,tw
-697661860180574372,user,Royaume-Uni,en,52,8,0,32,55,100.0,0,0,F,2,mrs,False,False,False,True,86,3205,106.83,8.9,gb
2555419810142554931,user,Royaume-Uni,en,42,8,0,55,54,100.0,0,0,F,2,mrs,False,False,False,True,23,3203,106.77,8.9,gb
-6017183581142815690,user,Royaume-Uni,en,28,8,83,34,51,100.0,25,8,F,2,mrs,True,False,True,True,12,2854,95.13,7.93,gb
-6184929557711343088,user,Espagne,es,96,0,3,0,50,96.0,214,32,F,2,mrs,True,False,True,False,13,3201,106.7,8.89,es
751170060116305027,user,Italie,it,58,8,2,62,50,100.0,0,0,M,1,mr,False,False,False,False,11,3195,106.5,8.88,it
866533151187667584,user,Espagne,es,53,9,4,38,50,68.0,3,0,F,2,mrs,True,False,True,True,240,2857,95.23,7.94,es
2063789019158959186,user,Italie,it,63,8,2,7,49,86.4,0,0,F,2,mrs,True,True,False,False,12,3202,106.73,8.89,it
-6200949683536787250,user,Bulgarie,en,30,8,7,6,48,35.0,0,0,F,2,mrs,True,False,True,False,43,3204,106.8,8.9,bg
8848554873545217386,user,Espagne,es,58,48,593,39,47,93.0,66,1,F,2,mrs,True,False,True,False,11,2854,95.13,7.93,es
3479861271803167547,user,Royaume-Uni,en,28,8,4,0,47,77.0,8,1,F,2,mrs,True,False,True,False,21,3198,106.6,8.88,gb
2624921703073218682,user,Etats-Unis,en,53,61,1160,62,45,80.0,4,69,F,2,mrs,True,False,True,False,11,2855,95.17,7.93,us
6316993533074981913,user,France,fr,22,8,0,2,44,89.1,0,0,F,2,mrs,True,True,False,True,11,3200,106.67,8.89,fr
4006961445353148761,user,Italie,it,21,8,12,7,44,93.0,9,3,M,1,mr,True,False,True,False,11,3196,106.53,8.88,it
-1006797016053203392,user,Italie,it,47,8,13,25,43,93.0,19,0,F,2,mrs,True,False,True,False,11,3195,106.5,8.88,it
1243326618075091756,user,France,en,41,8,0,23,43,78.0,0,0,F,2,mrs,True,True,True,False,11,3203,106.77,8.9,fr
-1476665525462223230,user,Bulgarie,en,67,30,345,4,42,79.0,157,12,F,2,mrs,True,False,True,False,11,3199,106.63,8.89,bg
-685666612473067274,user,Italie,it,100,450,544,82,41,90.0,114,9,F,2,mrs,True,False,True,False,11,2856,95.2,7.93,it
-3509281294387690066,user,Chypre,en,39,17,474,66,41,87.0,17,0,F,2,mrs,False,False,False,False,11,2852,95.07,7.92,cy
-3240410723839501801,user,Royaume-Uni,en,9,8,3,5,41,78.0,1,1,M,1,mr,True,False,True,True,11,2859,95.3,7.94,gb
-7003214344574182759,user,France,fr,15,8,0,10,38,84.0,1,0,F,2,mrs,False,False,False,True,11,3198,106.6,8.88,fr
245123921236534929,user,Royaume-Uni,en,82,12,150,5,37,50.0,7,5,F,3,miss,True,False,True,False,106,2857,95.23,7.94,gb
3603032965600555065,user,Italie,it,40,8,0,12,37,94.0,0,0,F,2,mrs,True,False,True,False,11,2856,95.2,7.93,it
5888568966094757110,user,France,fr,111,37,237,7,35,91.0,2,1,F,2,mrs,True,False,True,False,11,2853,95.1,7.92,fr
-674375683452639256,user,Italie,it,172,50,778,96,34,64.0,2,0,F,2,mrs,True,False,True,False,11,3202,106.73,8.89,it
-1518127094662515469,user,Italie,it,43,12,204,40,34,96.2,1,0,F,2,mrs,True,True,True,False,12,2858,95.27,7.94,it
414557244265065039,user,Italie,it,24,23,34,46,34,85.0,9,1,F,2,mrs,True,False,True,False,11,3197,106.57,8.88,it
-2593705224835681064,user,Italie,en,94,9,5,10,33,28.0,0,0,M,1,mr,True,True,True,False,77,2858,95.27,7.94,it
-3756574628479963692,user,Allemagne,de,30,8,16,13,33,96.0,97,1,F,2,mrs,False,False,False,False,12,2857,95.23,7.94,de
-4708792591984924121,user,France,fr,18,9,4,7,33,93.0,2,0,F,2,mrs,True,False,True,True,16,3196,106.53,8.88,fr
-2423762989463308126,user,Italie,it,16,17,14,24,33,87.0,0,0,F,2,mrs,True,False,True,True,13,3196,106.53,8.88,it
4878417912154087005,user,Bulgarie,en,57,11,26,55,31,100.0,3,0,F,2,mrs,True,False,True,True,11,3204,106.8,8.9,bg
-3105560726122001062,user,Espagne,es,17,9,16,8,31,90.0,1,0,M,1,mr,True,False,True,True,17,3200,106.67,8.89,es
2471908634811746774,user,France,fr,17,8,1,35,31,93.0,2,0,F,2,mrs,False,False,False,True,11,2858,95.27,7.94,fr
-707350252975782312,user,Luxembourg,en,52,3,137,0,30,90.0,117,80,F,2,mrs,True,False,True,False,11,3199,106.63,8.89,lu
-266967029948851592,user,France,fr,48,8,9,0,30,93.0,1,0,F,2,mrs,True,True,False,False,131,2858,95.27,7.94,fr
-5126039730159284591,user,Royaume-Uni,en,31,8,84,4,30,100.0,19,0,F,2,mrs,True,False,True,True,14,3200,106.67,8.89,gb
5040679896375816853,user,Italie,it,24,8,27,113,30,76.0,9,1,F,2,mrs,True,False,True,False,11,2857,95.23,7.94,it
7628056793489694733,user,Italie,it,20,8,11,12,30,93.0,0,1,F,2,mrs,True,False,True,True,12,3198,106.6,8.88,it
1148664357418862256,user,Italie,it,19,8,1,15,30,83.0,0,1,F,2,mrs,True,False,True,True,13,3203,106.77,8.9,it
-7525201869937988415,user,Royaume-Uni,en,7,8,0,37,30,90.0,0,0,F,2,mrs,True,False,True,False,13,2853,95.1,7.92,gb
-7305545168149330332,user,Royaume-Uni,en,42,8,0,5,29,86.0,0,0,F,2,mrs,True,False,True,True,15,3197,106.57,8.88,gb
-4989163984886404589,user,Royaume-Uni,en,21,8,1,5,29,100.0,0,0,F,2,mrs,True,False,True,True,198,3205,106.83,8.9,gb
-5487622799428918401,user,Italie,it,18,9,19,84,29,66.0,15,0,F,2,mrs,True,False,True,True,11,3197,106.57,8.88,it
5578087612076626342,user,Italie,it,38,9,0,5,28,96.0,0,0,M,1,mr,True,False,True,False,14,3201,106.7,8.89,it
460632335991029855,user,France,fr,28,8,0,0,28,89.0,0,0,F,2,mrs,True,False,True,True,15,3200,106.67,8.89,fr
-3031036438332403639,user,Espagne,es,25,1,0,32,28,89.0,0,0,F,2,mrs,True,False,True,False,12,2853,95.1,7.92,es
-3225547952260578756,user,Italie,it,18,8,16,4,28,100.0,0,0,F,2,mrs,True,False,True,False,11,3195,106.5,8.88,it
-2019638691506243097,user,Roumanie,en,13,8,3,16,28,96.0,0,0,F,2,mrs,False,False,False,True,11,2853,95.1,7.92,ro
2447725262541190866,user,Suède,en,62,16,91,8,27,41.6,106,8,M,1,mr,True,False,True,False,11,2859,95.3,7.94,se
-475961064526915713,user,Italie,it,37,9,122,23,27,85.0,0,0,M,1,mr,True,False,True,False,11,3202,106.73,8.89,it
-5265011381291166158,user,Pays-Bas,en,35,11,8,2,27,55.0,1,0,M,1,mr,True,False,True,False,30,3202,106.73,8.89,nl
392351478755041771,user,France,fr,34,9,46,25,27,96.0,0,0,F,2,mrs,True,False,True,False,12,2855,95.17,7.93,fr
-155472512863609170,user,Italie,it,21,9,3,20,27,85.0,0,0,F,3,miss,True,True,True,False,11,3204,106.8,8.9,it
-7333104076460973307,user,Slovaquie,en,15,8,9,14,27,74.0,0,0,M,1,mr,True,False,True,False,15,3197,106.57,8.88,sk
6362794750925083140,user,Royaume-Uni,en,14,8,0,3,27,100.0,0,0,F,2,mrs,False,False,False,True,62,3205,106.83,8.9,gb
2296455035567004619,user,Royaume-Uni,en,29,8,2,13,26,100.0,0,0,M,1,mr,False,False,False,True,11,2853,95.1,7.92,gb
-1558789575290938745,user,Italie,it,28,9,11,17,26,82.6,0,0,M,1,mr,True,False,True,False,11,3195,106.5,8.88,it
-118824317870262106,user,Italie,it,25,10,0,1,26,100.0,0,0,F,2,mrs,False,False,False,True,40,3195,106.5,8.88,it
5570386793953288474,user,Espagne,es,15,8,1,17,26,88.0,0,0,F,2,mrs,True,True,False,True,20,3197,106.57,8.88,es
4039848352999540316,user,Italie,it,10,8,5,48,26,95.0,3,1,F,2,mrs,True,False,True,True,11,3199,106.63,8.89,it
6198034727570263587,user,Royaume-Uni,en,52,8,760,18,24,37.0,182,13,F,2,mrs,True,False,True,False,12,3199,106.63,8.89,gb
-3767129840327519972,user,Italie,it,34,16,35,28,24,84.0,1,0,F,2,mrs,True,True,False,False,11,3204,106.8,8.9,it
-3642418212370400810,user,Bulgarie,en,31,27,161,4,24,100.0,612,20,F,2,mrs,True,False,True,True,11,3198,106.6,8.88,bg
-4289690996070696899,user,Espagne,es,31,8,6,1,24,76.0,0,0,F,2,mrs,False,False,False,False,13,2858,95.27,7.94,es
-2032563623176529528,user,Italie,it,27,8,0,1,24,90.9,0,0,F,2,mrs,False,False,False,True,38,2856,95.2,7.93,it
5269324306561310714,user,Royaume-Uni,en,16,8,30,5,24,84.0,71,1,F,2,mrs,False,False,False,True,11,3198,106.6,8.88,gb
7870506640365540286,user,Allemagne,en,14,8,31,17,24,83.0,1,0,F,2,mrs,True,False,True,False,15,2853,95.1,7.92,de
-5637783340286902103,user,Italie,it,11,9,14,3,24,87.0,0,0,M,1,mr,True,False,True,False,14,2852,95.07,7.92,it
8398736055743885615,user,Hong Kong,en,36,41,89,35,23,86.0,128,1,F,2,mrs,True,False,True,False,11,2852,95.07,7.92,hk
3156900972305054493,user,Italie,it,23,12,79,1,23,95.0,12,0,M,1,mr,True,False,True,False,13,3196,106.53,8.88,it
-4662320532106764776,user,France,fr,22,9,2,21,23,95.0,112,5,M,1,mr,False,False,False,True,11,3199,106.63,8.89,fr
3205066812882034823,user,France,fr,19,9,13,35,23,82.0,1,0,F,2,mrs,True,False,True,False,11,3198,106.6,8.88,fr
2005806314827326593,user,France,fr,17,8,40,3,23,95.0,0,7,M,1,mr,True,True,False,False,11,2853,95.1,7.92,fr
3396971333013662462,user,Espagne,es,16,10,263,3,23,86.0,5,1,M,1,mr,True,False,True,False,15,2856,95.2,7.93,es
-132504925576448502,user,France,fr,36,8,45,5,22,69.2,0,0,M,1,mr,True,False,True,True,14,2856,95.2,7.93,fr
3941177177301677758,user,Italie,it,35,10,9,7,22,88.8,7,4,F,2,mrs,True,True,False,False,11,2859,95.3,7.94,it
3560501522899090938,user,Espagne,es,23,8,1,15,22,95.0,0,0,F,2,mrs,True,False,True,True,12,3198,106.6,8.88,es
5608601345266668741,user,Royaume-Uni,en,22,9,20,13,22,100.0,0,0,F,2,mrs,True,False,True,True,14,3201,106.7,8.89,gb
-3988618490726027731,user,Royaume-Uni,en,20,8,203,13,22,100.0,19,5,F,3,miss,False,False,False,True,14,2853,95.1,7.92,gb
-2635574127550510575,user,Italie,it,14,8,0,20,22,100.0,0,0,F,2,mrs,True,False,True,True,12,3201,106.7,8.89,it
5340705875835601373,user,Roumanie,en,47,56,1,23,21,85.0,0,0,M,1,mr,True,False,True,True,11,3205,106.83,8.9,ro
-7456592652783748044,user,Lettonie,en,36,8,3,21,21,90.0,0,0,F,2,mrs,True,False,True,False,12,3201,106.7,8.89,lv
-4585062663413946864,user,France,fr,23,8,165,4,21,80.0,0,1,F,2,mrs,True,False,True,True,13,3197,106.57,8.88,fr
-1843636273675089692,user,France,fr,15,8,0,2,21,80.0,0,0,F,2,mrs,False,False,False,True,509,2859,95.3,7.94,fr
6636702965614781797,user,France,fr,7,8,4,31,21,100.0,0,0,F,2,mrs,False,False,False,False,11,2853,95.1,7.92,fr
-6493861971501273718,user,Allemagne,fr,44,9,71,0,20,85.0,1,4,M,1,mr,True,False,True,False,348,3201,106.7,8.89,de
7599081979479136578,user,Italie,it,37,8,3,0,20,90.0,0,0,M,1,mr,True,True,False,True,407,2859,95.3,7.94,it
2954063031698528819,user,France,fr,22,9,8,1,20,80.0,10,0,F,2,mrs,True,False,True,True,11,3199,106.63,8.89,fr
-175545152996650839,user,Autriche,de,17,10,81,20,20,100.0,80,9,F,2,mrs,True,False,True,False,11,3204,106.8,8.9,at
-8114060767204713036,user,France,fr,16,8,33,10,20,79.0,1,0,M,1,mr,True,False,True,True,17,3205,106.83,8.9,fr
2176676048375513068,user,Royaume-Uni,en,14,10,65,20,20,90.0,117,3,F,2,mrs,False,False,False,False,11,2858,95.27,7.94,gb
-5414959342816599813,user,Pays-Bas,en,8,9,29,25,20,92.8,0,1,F,2,mrs,False,False,False,False,14,3204,106.8,8.9,nl
8412468974196688678,user,Royaume-Uni,en,52,44,73,15,19,100.0,3,3,F,2,mrs,True,False,True,False,13,3202,106.73,8.89,gb
4544236993054741742,user,Italie,it,48,28,346,3,19,89.0,1075,54,F,2,mrs,True,False,True,False,11,2856,95.2,7.93,it
-7270250484585797108,user,Italie,it,44,90,105,4,19,94.0,7,1,F,2,mrs,True,False,True,False,11,3199,106.63,8.89,it
5658594004416572127,user,Italie,it,32,8,1,4,19,100.0,0,0,F,2,mrs,True,False,True,True,11,2852,95.07,7.92,it
2089942970038387442,user,Belgique,fr,19,8,0,1,19,50.0,0,0,F,2,mrs,True,False,True,True,462,3197,106.57,8.88,be
4397937128872732591,user,Italie,it,17,8,6,17,19,100.0,1,0,F,2,mrs,True,False,True,False,12,3199,106.63,8.89,it
8714632166259025899,user,France,fr,12,8,0,4,19,94.0,0,0,M,1,mr,True,False,True,True,164,3199,106.63,8.89,fr
7433446967793286808,user,Italie,it,12,8,3,15,19,94.0,0,0,F,2,mrs,False,False,False,True,11,3197,106.57,8.88,it
1012384471114635140,user,Pays-Bas,en,71,9,22,0,18,66.0,14,11,F,2,mrs,True,True,False,False,14,3203,106.77,8.9,nl
286344086476967426,user,Italie,en,44,8,14,0,18,78.0,9,3,F,2,mrs,True,False,True,False,61,3203,106.77,8.9,it
2810735565323164718,user,Italie,it,22,9,36,51,18,70.0,1,0,F,2,mrs,True,False,True,False,11,3202,106.73,8.89,it
5948527957260622680,user,Suède,en,18,8,1,4,18,100.0,0,0,F,2,mrs,True,False,True,False,22,3201,106.7,8.89,se
1414819104682020728,user,Espagne,fr,18,16,52,0,18,100.0,4,48,F,2,mrs,False,False,False,True,12,3198,106.6,8.88,es
2742851837655339909,user,France,fr,18,9,4,9,18,100.0,3,1,F,2,mrs,True,False,True,True,15,2854,95.13,7.93,fr
-1811241777092183581,user,Italie,it,16,15,1,4,18,44.0,3,0,M,1,mr,True,False,True,True,30,3195,106.5,8.88,it
-2484050910464265394,user,Royaume-Uni,en,11,10,14,5,18,83.0,19,0,M,1,mr,True,False,True,True,12,3202,106.73,8.89,gb
-1587256097918933717,user,Italie,it,4,8,0,18,18,84.0,0,0,F,2,mrs,False,False,False,True,29,3205,106.83,8.9,it
-2562733910532389664,user,Italie,it,41,85,69,12,17,58.0,0,0,F,2,mrs,True,False,True,False,14,3195,106.5,8.88,it
-6774410030134281239,user,Italie,it,40,122,28,18,17,66.0,3,2,F,2,mrs,True,False,True,True,13,3200,106.67,8.89,it
5645343112681716929,user,Suisse,en,18,8,4,202,17,92.3,31,6,F,2,mrs,False,False,False,True,11,2856,95.2,7.93,ch
-196526328939107445,user,Espagne,es,15,8,0,23,17,88.0,0,0,F,2,mrs,True,False,True,False,13,2858,95.27,7.94,es
-5615345129556212173,user,France,fr,12,8,0,0,17,70.0,0,0,M,1,mr,True,False,True,True,14,2857,95.23,7.94,fr
2809544399795828097,user,Italie,it,6,8,0,5,17,94.0,0,0,F,3,miss,False,False,False,True,72,3195,106.5,8.88,it
-4952083411492433392,user,Italie,it,6,9,2,4,17,76.0,0,0,M,1,mr,True,True,False,False,18,3204,106.8,8.9,it
-4183965762188838754,user,France,fr,23,8,10,6,16,100.0,1,0,F,2,mrs,True,False,True,True,12,3195,106.5,8.88,fr
-3278299100123668971,user,France,fr,22,8,0,27,16,100.0,0,0,F,2,mrs,False,False,False,True,653,3205,106.83,8.9,fr
3298648559181926186,user,Italie,it,13,12,7,10,16,87.0,0,0,M,1,mr,True,False,True,False,11,3196,106.53,8.88,it
7815106841903372829,user,Italie,it,13,8,12,3,16,81.0,1,0,M,1,mr,False,False,False,False,40,2856,95.2,7.93,it
8467622258833974988,user,Australie,en,12,8,13,12,16,100.0,4,0,M,1,mr,False,False,False,False,24,3203,106.77,8.9,au
1650442485725479814,user,Espagne,es,12,8,0,8,16,87.0,0,0,F,2,mrs,True,False,True,False,22,3196,106.53,8.88,es
-3111245128789617440,user,Italie,it,10,8,21,18,16,100.0,1,0,M,1,mr,True,False,True,True,11,2854,95.13,7.93,it
1821852718268771431,user,Italie,it,8,8,2,12,16,100.0,0,0,M,1,mr,True,False,True,True,13,2853,95.1,7.92,it
2119852871524485845,user,France,fr,353,8268,5595,5,15,66.0,875,0,F,2,mrs,True,False,True,False,31,3198,106.6,8.88,fr
-6408087395020673111,user,Italie,it,44,8,1,0,15,31.0,0,0,M,1,mr,True,False,True,True,26,3202,106.73,8.89,it
-2481040147845793722,user,France,fr,35,89,35,2,15,60.0,2,0,M,1,mr,True,False,True,False,385,3196,106.53,8.88,fr
6265942445734721346,user,Royaume-Uni,en,20,8,7,1,15,43.0,0,0,F,2,mrs,True,False,True,False,395,2855,95.17,7.93,gb
1108410503511830706,user,France,fr,17,5,40,7,15,82.0,0,0,M,1,mr,True,False,True,False,11,2855,95.17,7.93,fr
-5465827034815946017,user,Allemagne,de,16,8,1,4,15,100.0,757,31,F,2,mrs,False,False,False,True,42,3204,106.8,8.9,de
804300687807278672,user,Suède,en,10,8,0,3,15,93.0,0,1,F,2,mrs,False,False,False,True,11,3195,106.5,8.88,se
4552307206837196898,user,France,en,9,8,5,21,15,93.0,0,0,F,2,mrs,True,False,True,False,11,3201,106.7,8.89,fr
-4817330933906710769,user,Royaume-Uni,en,9,8,17,16,15,90.0,4,1,F,2,mrs,True,False,True,True,12,2856,95.2,7.93,gb
3143360820876873956,user,Etats-Unis,en,8,8,0,22,15,100.0,0,0,F,2,mrs,True,True,True,True,13,2856,95.2,7.93,us
6836225089878303457,user,Italie,it,7,8,4,0,15,53.0,0,0,M,1,mr,True,False,True,True,78,2852,95.07,7.92,it
772916917303764195,user,France,fr,6,8,21,2,15,100.0,0,1,F,2,mrs,True,False,True,False,13,2856,95.2,7.93,fr
1266513722862909778,user,Espagne,en,89,61,10,1,14,91.6,0,0,F,2,mrs,False,False,False,False,11,3201,106.7,8.89,es
8954682889673026469,user,France,fr,40,8,0,1,14,78.0,0,0,F,2,mrs,True,False,True,False,282,3204,106.8,8.9,fr
-5044967667431900978,user,Etats-Unis,en,33,2,9,1,14,85.0,5,0,M,1,mr,True,False,True,False,15,2855,95.17,7.93,us
-7433419764695019981,user,Pays-Bas,en,27,17,699,8,14,64.0,2,28,M,1,mr,True,False,True,False,11,3195,106.5,8.88,nl
-4921665515049112720,user,Croatie,en,18,14,83,3,14,100.0,16,0,F,2,mrs,True,True,False,True,11,3195,106.5,8.88,hr
2223440464791259223,user,Etats-Unis,en,17,8,0,3,14,93.0,0,0,M,1,mr,True,False,True,True,11,2857,95.23,7.94,us
7354106200842466734,user,Suède,en,16,8,0,7,14,92.0,0,0,F,2,mrs,False,False,False,True,15,2857,95.23,7.94,se
-5929631072110696920,user,Royaume-Uni,en,15,8,0,18,14,100.0,0,0,F,2,mrs,False,False,False,True,29,3203,106.77,8.9,gb
2666967150317595990,user,Royaume-Uni,en,14,8,7,5,14,100.0,0,5,F,2,mrs,True,False,True,False,79,3196,106.53,8.88,gb
8895610986335586369,user,Allemagne,de,12,8,1,1,14,92.0,0,0,F,2,mrs,False,False,False,True,222,3201,106.7,8.89,de
-3399229719974956903,user,France,fr,8,9,3,7,14,100.0,0,0,F,2,mrs,False,False,False,True,27,3202,106.73,8.89,fr
4691043451889597937,user,France,fr,7,10,1,0,14,92.0,0,1,M,1,mr,True,False,True,True,120,3202,106.73,8.89,fr
-3184248708798181798,user,Italie,it,5,8,0,9,14,100.0,0,0,F,2,mrs,True,False,True,True,13,2854,95.13,7.93,it
-3692647451487730241,user,Italie,it,74,161,151,7,13,92.0,23,0,F,2,mrs,True,False,True,False,12,2854,95.13,7.93,it
123406389834757062,user,Italie,it,39,77,29,2,13,76.0,0,0,M,1,mr,True,False,True,True,36,3205,106.83,8.9,it
8259811812732835988,user,France,fr,28,9,11,7,13,84.0,1,0,F,2,mrs,True,False,True,False,13,3196,106.53,8.88,fr
-7270125722291321769,user,France,en,24,8,0,27,13,69.0,0,0,F,2,mrs,True,False,True,False,11,3198,106.6,8.88,fr
6450837885368825267,user,Etats-Unis,en,23,8,0,0,13,100.0,0,0,F,2,mrs,True,False,True,True,161,3195,106.5,8.88,us
5672578926527821778,user,Allemagne,de,21,9,0,0,13,100.0,9,3,F,2,mrs,True,False,True,False,390,3197,106.57,8.88,de
-2070747490330478086,user,Royaume-Uni,en,21,9,97,3,13,84.0,10,16,F,2,mrs,False,False,False,True,42,2858,95.27,7.94,gb
-1930793547500065901,user,Etats-Unis,en,21,8,0,23,13,84.0,0,0,F,2,mrs,True,False,True,False,11,2852,95.07,7.92,us
-1218321640451817912,user,France,fr,20,8,7,10,13,61.0,2,5,F,2,mrs,True,False,True,True,11,2858,95.27,7.94,fr
1887588469577775719,user,France,fr,19,12,4,12,13,92.3,2,1,F,2,mrs,True,False,True,False,12,3198,106.6,8.88,fr
-5304045581393804689,user,Italie,it,15,10,10,49,13,92.0,0,0,F,2,mrs,True,True,False,True,11,3196,106.53,8.88,it
2080874342282188697,user,Pays-Bas,en,14,8,22,6,13,61.0,2,2,F,2,mrs,True,False,True,True,25,3204,106.8,8.9,nl
-7558842031035019192,user,France,fr,13,10,1,3,13,76.0,0,5,F,2,mrs,False,False,False,False,11,3204,106.8,8.9,fr
2684463115894202311,user,Monaco,it,12,8,5,1,13,100.0,0,0,F,2,mrs,False,False,False,True,19,3203,106.77,8.9,mc
9165237695460276087,user,France,fr,12,8,1,8,13,90.9,0,0,F,2,mrs,True,False,True,True,15,3201,106.7,8.89,fr
6927980912431518170,user,Italie,en,12,8,11,0,13,92.0,2,2,F,2,mrs,True,False,True,True,13,3204,106.8,8.9,it
-1024978039084839423,user,Belgique,en,11,10,153,27,13,92.0,63,6,F,2,mrs,True,False,True,True,11,3202,106.73,8.89,be
2134769578327151538,user,France,fr,11,9,34,11,13,92.0,9,1,F,2,mrs,True,False,True,True,14,3199,106.63,8.89,fr
9112201254574658196,user,Suède,en,11,8,0,6,13,92.0,1,0,F,3,miss,True,False,True,True,71,3204,106.8,8.9,se
-472263728183962428,user,Italie,it,10,8,2,2,13,92.3,0,0,F,2,mrs,True,False,True,False,12,2859,95.3,7.94,it
5050159119269578994,user,Italie,it,7,8,2,11,13,84.0,0,0,F,2,mrs,True,True,False,True,11,3197,106.57,8.88,it
-4777706147892517478,user,Italie,it,24,17,111,4,12,90.9,27,0,F,2,mrs,True,True,False,False,12,3196,106.53,8.88,it
-397250209581712260,user,France,fr,21,9,11,19,12,100.0,0,7,F,2,mrs,True,False,True,True,16,3203,106.77,8.9,fr
2124142446998656522,user,Italie,it,19,8,3,2,12,91.0,0,0,M,1,mr,True,False,True,True,11,3199,106.63,8.89,it
